recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_source,recipe_upload_date,crawl_datetime
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,豬里肌肉片,500克,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,蒜泥,2大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,味醂,1大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,薑泥,1大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,香菇素蠔油,1.5大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,五香粉,1大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,胡椒粉,0.5,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,糖,0.5,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,油,1大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484382,煎蒜味肉排,玫,2,https://icook.tw/recipes/484382,61瀏覽,"3
人份","時間

15
分鐘",main ingredients,米酒,2大匙,,icook,2025-11-18,2025-11-19 01:15:00.884808
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,雞絲,150克,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,高麗菜絲,100克,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,薑末,30克,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,蔥絲,適量,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,麻油,1大匙,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,鹽,1大匙,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,白飯,2碗,,icook,2025-11-18,2025-11-19 01:15:01.694563
484384,麻油雞絲炒飯,玫,,https://icook.tw/recipes/484384,51瀏覽,,,main ingredients,紅蘿蔔丁,20克,,icook,2025-11-18,2025-11-19 01:15:01.694563
