recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
484086,icook,main ingredients,香橙,2顆,2025-11-28 11:15:08,2025-11-28 11:15:08,顆,2.0
484086,icook,main ingredients,雞蛋,2顆,2025-11-28 11:15:08,2025-11-28 11:15:08,顆,2.0
484086,icook,main ingredients,蟹味棒,3條,2025-11-28 11:15:08,2025-11-28 11:15:08,條,3.0
484086,icook,main ingredients,起司絲,15克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,15.0
484086,icook,main ingredients,海鹽,1克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,1.0
484086,icook,main ingredients,黑胡椒粒,少許,2025-11-28 11:15:08,2025-11-28 11:15:08,少許,1.0
484734,icook,main ingredients,豆乾,8塊,2025-11-28 11:15:08,2025-11-28 11:15:08,塊,8.0
484734,icook,main ingredients,芹菜,1把,2025-11-28 11:15:08,2025-11-28 11:15:08,把,1.0
484734,icook,main ingredients,十全120天完熟烏醋,1小匙,2025-11-28 11:15:08,2025-11-28 11:15:08,小匙,1.0
484734,icook,main ingredients,蒜頭,5瓣,2025-11-28 11:15:08,2025-11-28 11:15:08,瓣,5.0
484734,icook,main ingredients,紅辣椒,1根,2025-11-28 11:15:08,2025-11-28 11:15:08,根,1.0
484734,icook,main ingredients,鹽巴,1小匙,2025-11-28 11:15:08,2025-11-28 11:15:08,小匙,1.0
484734,icook,main ingredients,食用油,1匙,2025-11-28 11:15:08,2025-11-28 11:15:08,匙,1.0
484734,icook,main ingredients,白胡椒粉,1小匙,2025-11-28 11:15:08,2025-11-28 11:15:08,小匙,1.0
484734,icook,main ingredients,紅蘿蔔,1小塊,2025-11-28 11:15:08,2025-11-28 11:15:08,小塊,1.0
484733,icook,main ingredients,土雞腿,1支,2025-11-28 11:15:08,2025-11-28 11:15:08,支,1.0
484733,icook,main ingredients,白蘿蔔,1條,2025-11-28 11:15:08,2025-11-28 11:15:08,條,1.0
484733,icook,main ingredients,高家老菜脯燉湯包,1包,2025-11-28 11:15:08,2025-11-28 11:15:08,包,1.0
484740,icook,main ingredients,家裡的米,300克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,300.0
484740,icook,main ingredients,中筋麵粉,75克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,75.0
484740,icook,main ingredients,水,225克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,225.0
484740,icook,main ingredients,細砂糖,70克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,70.0
484740,icook,main ingredients,酵母粉,4克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,4.0
484740,icook,main ingredients,堅果,少許,2025-11-28 11:15:08,2025-11-28 11:15:08,少許,1.0
484741,icook,main ingredients,仿古大雞腿,1200克,2025-11-28 11:15:08,2025-11-28 11:15:08,g,1200.0
