recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484100,icook,main ingredients,豬排,2片,2025-11-26 21:50:30,2025-11-26 21:50:30,片,2.0,150.0
484100,icook,main ingredients,太白粉,1大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,1.0,15.0
484100,icook,sauce,蔥,1根,2025-11-26 21:50:30,2025-11-26 21:50:30,根,1.0,15.0
484100,icook,sauce,薑,1片,2025-11-26 21:50:30,2025-11-26 21:50:30,片,1.0,10.0
484100,icook,sauce,蒜,1小顆,2025-11-26 21:50:30,2025-11-26 21:50:30,小顆,1.0,5.0
484100,icook,sauce,醬油,1大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,1.0,15.0
484100,icook,sauce,米酒,1大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,1.0,15.0
484100,icook,sauce,水,2大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,2.0,15.0
484100,icook,sauce,黑胡椒,少許,2025-11-26 21:50:30,2025-11-26 21:50:30,少許,1.0,0.5
484100,icook,sauce,白胡椒,少許,2025-11-26 21:50:30,2025-11-26 21:50:30,少許,1.0,0.5
484100,icook,sauce,五香粉,少許,2025-11-26 21:50:30,2025-11-26 21:50:30,少許,1.0,0.5
484100,icook,sauce,肉桂粉,少許,2025-11-26 21:50:30,2025-11-26 21:50:30,少許,1.0,0.5
484100,icook,sauce,糖,1小匙,2025-11-26 21:50:30,2025-11-26 21:50:30,小匙,1.0,5.0
484115,icook,main ingredients,乾香菇,3朵,2025-11-26 21:50:30,2025-11-26 21:50:30,朵,3.0,5.0
484115,icook,main ingredients,紅蘿蔔,1/3根,2025-11-26 21:50:30,2025-11-26 21:50:30,根,0.3333333333333333,80.0
484115,icook,main ingredients,金針菇,1/3包,2025-11-26 21:50:30,2025-11-26 21:50:30,包,0.3333333333333333,200.0
484115,icook,main ingredients,豆皮,2片,2025-11-26 21:50:30,2025-11-26 21:50:30,片,2.0,20.0
484115,icook,main ingredients,蒜頭,1顆,2025-11-26 21:50:30,2025-11-26 21:50:30,顆,1.0,50.0
484115,icook,main ingredients,豬肉片,100g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,100.0,1.0
484115,icook,main ingredients,醬油,20g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,20.0,1.0
484115,icook,main ingredients,水,50g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,50.0,1.0
484115,icook,main ingredients,鹽,3g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,3.0,1.0
484115,icook,main ingredients,糖,3g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,3.0,1.0
484115,icook,main ingredients,十全120天完熟烏醋,3g,2025-11-26 21:50:30,2025-11-26 21:50:30,g,3.0,1.0
484121,icook,main ingredients,美國稻米 加州圓糯米,50克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,50.0,1.0
484121,icook,main ingredients,紅棗,10顆,2025-11-26 21:50:30,2025-11-26 21:50:30,顆,10.0,7.0
484121,icook,main ingredients,核桃碎,30克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,30.0,1.0
484121,icook,main ingredients,桂花醬,50克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,50.0,1.0
484121,icook,main ingredients,開水,200克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,200.0,1.0
484123,icook,main ingredients,全聯帶皮豬五花,1盒,2025-11-26 21:50:30,2025-11-26 21:50:30,盒,1.0,500.0
484123,icook,main ingredients,啤酒,小瓶1瓶,2025-11-26 21:50:30,2025-11-26 21:50:30,瓶,1.0,600.0
484123,icook,main ingredients,醬油,量米杯1杯,2025-11-26 21:50:30,2025-11-26 21:50:30,杯,1.0,227.0
484123,icook,main ingredients,月桂葉,1片,2025-11-26 21:50:30,2025-11-26 21:50:30,片,1.0,0.5
484123,icook,main ingredients,八角,1顆,2025-11-26 21:50:30,2025-11-26 21:50:30,顆,1.0,1.5
484123,icook,main ingredients,辣椒,1根,2025-11-26 21:50:30,2025-11-26 21:50:30,根,1.0,10.0
484122,icook,main ingredients,豬里肌,1條,2025-11-26 21:50:30,2025-11-26 21:50:30,條,1.0,500.0
484122,icook,main ingredients,木薯粉,適量,2025-11-26 21:50:30,2025-11-26 21:50:30,適量,1.0,1.0
484122,icook,sauce,蒜頭末,適量,2025-11-26 21:50:30,2025-11-26 21:50:30,適量,1.0,1.0
484122,icook,sauce,醬油,2大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,2.0,15.0
484122,icook,sauce,醬油膏,1大匙,2025-11-26 21:50:30,2025-11-26 21:50:30,大匙,1.0,15.0
484122,icook,sauce,糖,1小匙,2025-11-26 21:50:30,2025-11-26 21:50:30,小匙,1.0,5.0
484122,icook,sauce,米酒,1小匙,2025-11-26 21:50:30,2025-11-26 21:50:30,小匙,1.0,5.0
484124,icook,main ingredients,去骨雞胸,1000克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,1000.0,1.0
484124,icook,sauce,小蘇打粉,15克,2025-11-26 21:50:30,2025-11-26 21:50:30,g,15.0,1.0
484124,icook,sauce,大蒜油,1小匙,2025-11-26 21:50:30,2025-11-26 21:50:30,小匙,1.0,5.0
484124,icook,sauce,白胡椒粉,適量,2025-11-26 21:50:30,2025-11-26 21:50:30,適量,1.0,1.0
