recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484697,icook,main ingredients,雞腿,2隻,2025-11-27 09:23:29,2025-11-27 09:23:29,隻,2.0,200.0
484697,icook,main ingredients,洋蔥,1顆,2025-11-27 09:23:29,2025-11-27 09:23:29,顆,1.0,180.0
484697,icook,main ingredients,紅蘿蔔,0.5條,2025-11-27 09:23:29,2025-11-27 09:23:29,條,0.5,150.0
484697,icook,main ingredients,華盛頓加拉蘋果,1顆,2025-11-27 09:23:29,2025-11-27 09:23:29,顆,1.0,180.0
484697,icook,main ingredients,食用油,適量,2025-11-27 09:23:29,2025-11-27 09:23:29,適量,1.0,1.0
484697,icook,main ingredients,胡椒粉,適量,2025-11-27 09:23:29,2025-11-27 09:23:29,適量,1.0,1.0
484697,icook,sauce,醬油,20ml,2025-11-27 09:23:29,2025-11-27 09:23:29,cc,20.0,1.0
484697,icook,sauce,米酒,10ml,2025-11-27 09:23:29,2025-11-27 09:23:29,cc,10.0,1.0
484697,icook,sauce,味霖,10ml,2025-11-27 09:23:29,2025-11-27 09:23:29,cc,10.0,1.0
484698,icook,main ingredients,五花肉片,100g,2025-11-27 09:23:29,2025-11-27 09:23:29,g,100.0,1.0
484698,icook,main ingredients,嫩豆腐,半盒,2025-11-27 09:23:29,2025-11-27 09:23:29,盒,0.5,350.0
484698,icook,sauce,薑片(去腥暖胃),3片,2025-11-27 09:23:29,2025-11-27 09:23:29,片,3.0,7.0
484698,icook,sauce,青蔥,1根,2025-11-27 09:23:29,2025-11-27 09:23:29,根,1.0,15.0
484698,icook,sauce,砂糖,1 大匙,2025-11-27 09:23:29,2025-11-27 09:23:29,大匙,1.0,15.0
484698,icook,sauce,醬油,1.5 大匙,2025-11-27 09:23:29,2025-11-27 09:23:29,大匙,1.5,15.0
484698,icook,sauce,米酒,1 大匙,2025-11-27 09:23:29,2025-11-27 09:23:29,大匙,1.0,15.0
484680,icook,main ingredients,鯖魚,1尾390克,2025-11-27 09:23:29,2025-11-27 09:23:29,尾,1.0,180.0
484680,icook,main ingredients,華盛頓富士蘋果,1/2顆,2025-11-27 09:23:29,2025-11-27 09:23:29,顆,0.5,200.0
484680,icook,main ingredients,洋蔥(小),1顆,2025-11-27 09:23:29,2025-11-27 09:23:29,顆,1.0,90.0
484680,icook,main ingredients,秋葵,4根,2025-11-27 09:23:29,2025-11-27 09:23:29,根,4.0,15.0
484680,icook,main ingredients,食用油,1/2大匙,2025-11-27 09:23:29,2025-11-27 09:23:29,大匙,0.5,15.0
484680,icook,main ingredients,黑胡椒粒,1/4小匙,2025-11-27 09:23:29,2025-11-27 09:23:29,小匙,0.25,5.0
484696,icook,main ingredients,韓式冬粉,250克,2025-11-27 09:23:29,2025-11-27 09:23:29,g,250.0,1.0
