recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
484416,icook,main ingredients,馬鈴薯,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
484416,icook,main ingredients,酪梨油,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
462262,icook,main ingredients,蓮藕,3節,2025-11-26 21:00:09,2025-11-26 21:00:09,節,3.0
462262,icook,main ingredients,豬肉絲,200克,2025-11-26 21:00:09,2025-11-26 21:00:09,g,200.0
462262,icook,main ingredients,芝麻,1小匙,2025-11-26 21:00:09,2025-11-26 21:00:09,小匙,1.0
462262,icook,main ingredients,紅蘿蔔片,6片,2025-11-26 21:00:09,2025-11-26 21:00:09,片,6.0
462262,icook,sauce,米酒,1大匙,2025-11-26 21:00:09,2025-11-26 21:00:09,大匙,1.0
462262,icook,sauce,醬油,1大匙,2025-11-26 21:00:09,2025-11-26 21:00:09,大匙,1.0
462262,icook,sauce,糖,1小匙,2025-11-26 21:00:09,2025-11-26 21:00:09,小匙,1.0
462262,icook,sauce,雞粉,1茶匙,2025-11-26 21:00:09,2025-11-26 21:00:09,茶匙,1.0
484420,icook,main ingredients,大白菜,700克,2025-11-26 21:00:09,2025-11-26 21:00:09,g,700.0
484420,icook,main ingredients,蒜瓣,5瓣,2025-11-26 21:00:09,2025-11-26 21:00:09,瓣,5.0
484420,icook,main ingredients,辣椒,1條,2025-11-26 21:00:09,2025-11-26 21:00:09,條,1.0
484420,icook,sauce,醬油,1大匙,2025-11-26 21:00:09,2025-11-26 21:00:09,大匙,1.0
484420,icook,sauce,蠔油,1大匙,2025-11-26 21:00:09,2025-11-26 21:00:09,大匙,1.0
484420,icook,sauce,十全120天完熟烏醋,1大匙,2025-11-26 21:00:09,2025-11-26 21:00:09,大匙,1.0
484420,icook,sauce,二砂糖或白砂糖,1小匙,2025-11-26 21:00:09,2025-11-26 21:00:09,小匙,1.0
484420,icook,sauce,飲用水,半飯碗,2025-11-26 21:00:09,2025-11-26 21:00:09,飯碗,0.5
484425,icook,main ingredients,蒜末,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
484425,icook,main ingredients,洋蔥,半顆,2025-11-26 21:00:09,2025-11-26 21:00:09,顆,0.5
484425,icook,main ingredients,紅蘿蔔,一根,2025-11-26 21:00:09,2025-11-26 21:00:09,根,1.0
484425,icook,main ingredients,任意菇菇,一包,2025-11-26 21:00:09,2025-11-26 21:00:09,包,1.0
484425,icook,main ingredients,鮭魚片,一片,2025-11-26 21:00:09,2025-11-26 21:00:09,片,1.0
484425,icook,main ingredients,米,兩杯半,2025-11-26 21:00:09,2025-11-26 21:00:09,杯,0.5
484425,icook,main ingredients,黑胡椒,少量,2025-11-26 21:00:09,2025-11-26 21:00:09,少量,0.25
484425,icook,main ingredients,鹽,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
484425,icook,main ingredients,醬油,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
484425,icook,main ingredients,味醂,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
484425,icook,main ingredients,奶油,適量,2025-11-26 21:00:09,2025-11-26 21:00:09,適量,1.0
