recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
264253,icook,main ingredients,馬鈴薯,300 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,300.0
264253,icook,main ingredients,洋蔥,150 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,150.0
264253,icook,main ingredients,紅蘿蔔,200 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,200.0
264253,icook,main ingredients,雞胸肉,250 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,250.0
264253,icook,main ingredients,市售咖哩塊,150 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,150.0
264253,icook,main ingredients,蘋果,150 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,150.0
264253,icook,main ingredients,水,700 毫升,2025-12-01 15:03:38,2025-12-01 15:03:38,cc,700.0
264253,icook,main ingredients,太白粉 (可省略),1 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.0
264253,icook,main ingredients,蜂蜜 (可省略),適量,2025-12-01 15:03:38,2025-12-01 15:03:38,適量,1.0
264256,icook,main ingredients,白米,1.5 米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,1.5
264256,icook,main ingredients,水,1.5 米杯​,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,1.5
264256,icook,main ingredients,鮭魚,250 ​克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,250.0
264256,icook,main ingredients,鴻禧菇,80 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,80.0
264256,icook,main ingredients,紅蘿蔔絲,100 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,100.0
264256,icook,main ingredients,高麗菜絲,150 ​克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,150.0
264256,icook,main ingredients,鹽,1/2 小匙,2025-12-01 15:03:38,2025-12-01 15:03:38,小匙,0.5
264256,icook,main ingredients,味醂,2 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,2.0
264256,icook,main ingredients,醬油,2 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,2.0
264256,icook,main ingredients,醬油膏,1 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.0
264256,icook,main ingredients,米酒,1 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.0
264256,icook,main ingredients,黑胡椒粉,1/2 小匙,2025-12-01 15:03:38,2025-12-01 15:03:38,小匙,0.5
264256,icook,main ingredients,麻油,1/4 小匙​,2025-12-01 15:03:38,2025-12-01 15:03:38,小匙,0.25
264252,icook,main ingredients,老薑,40 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,40.0
264252,icook,main ingredients,黑糖,40 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,40.0
264252,icook,main ingredients,水,1000 毫升,2025-12-01 15:03:38,2025-12-01 15:03:38,cc,1000.0
264255,icook,main ingredients,中筋麵粉,100 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,100.0
264255,icook,main ingredients,樹薯粉,50 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,50.0
264255,icook,main ingredients,小蘇打粉,0.5 小匙,2025-12-01 15:03:38,2025-12-01 15:03:38,小匙,0.5
264255,icook,main ingredients,玉米粉,1.5 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.5
264255,icook,main ingredients,泡打粉,1.5 大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.5
264255,icook,main ingredients,水,120 毫升,2025-12-01 15:03:38,2025-12-01 15:03:38,cc,120.0
264255,icook,main ingredients,蜂蜜,45 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,45.0
264255,icook,main ingredients,黑糖,80 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,80.0
264255,icook,main ingredients,白芝麻 (可省略),1 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,1.0
264255,icook,main ingredients,奶油 (脫模用),2 克,2025-12-01 15:03:38,2025-12-01 15:03:38,g,2.0
264254,icook,main ingredients,紫米,0.5 米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,0.5
264254,icook,main ingredients,紅豆,0.5 米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,0.5
264254,icook,main ingredients,水,5 米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,5.0
264254,icook,main ingredients,糖 (調味用可省略),依喜好調整,2025-12-01 15:03:38,2025-12-01 15:03:38,依喜好調整,0.25
263114,icook,main ingredients,去骨雞腿肉 (1片),200g,2025-12-01 15:03:38,2025-12-01 15:03:38,g,200.0
263114,icook,main ingredients,小黃瓜,1條,2025-12-01 15:03:38,2025-12-01 15:03:38,條,1.0
263114,icook,main ingredients,白米,2米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,2.0
263114,icook,main ingredients,市售雞高湯,內鍋白米2的位置,2025-12-01 15:03:38,2025-12-01 15:03:38,的位置,2.0
263114,icook,sauce,蔥末,20g,2025-12-01 15:03:38,2025-12-01 15:03:38,g,20.0
263114,icook,sauce,薑末,5g,2025-12-01 15:03:38,2025-12-01 15:03:38,g,5.0
263114,icook,sauce,鹽,1/4小匙,2025-12-01 15:03:38,2025-12-01 15:03:38,小匙,0.25
263114,icook,sauce,油,2大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,2.0
263114,icook,sauce,紅辣椒(切末),半根,2025-12-01 15:03:38,2025-12-01 15:03:38,根,0.5
263237,icook,main ingredients,去骨雞腿肉(2片),400g,2025-12-01 15:03:38,2025-12-01 15:03:38,g,400.0
263237,icook,main ingredients,白米,2米杯,2025-12-01 15:03:38,2025-12-01 15:03:38,米杯,2.0
263237,icook,main ingredients,清水,白米水位2的位置,2025-12-01 15:03:38,2025-12-01 15:03:38,的位置,2.0
263237,icook,sauce,蜂蜜,1大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,1.0
263237,icook,sauce,醬油,2大匙,2025-12-01 15:03:38,2025-12-01 15:03:38,大匙,2.0
263237,icook,sauce,清水,50cc,2025-12-01 15:03:38,2025-12-01 15:03:38,cc,50.0
