recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_source,recipe_upload_date,crawl_datetime
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",main ingredients,毛綠豆(粉綠豆),半杯/70g,,icook,2025-11-28,2025-11-29 01:00:16.886061
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",main ingredients,大麥仁(小薏仁),半杯/65g,,icook,2025-11-28,2025-11-29 01:00:16.886061
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",main ingredients,冷水,1公升,,icook,2025-11-28,2025-11-29 01:00:16.886061
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",sauce,冰糖,60g,,icook,2025-11-28,2025-11-29 01:00:16.886061
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",sauce,貳砂糖,60g,,icook,2025-11-28,2025-11-29 01:00:16.886061
484763,綠豆薏仁湯(純素),灶頭鑊尾,1,https://icook.tw/recipes/484763,82瀏覽,"6
人份","時間

90
分鐘",sauce,熱水,500ml,,icook,2025-11-28,2025-11-29 01:00:16.886061
484338,壽喜燒金針菇肉捲,Feng  Lin,4,https://icook.tw/recipes/484338,198瀏覽,"4
人份","時間

20
分鐘",main ingredients,豬里肌肉片(薄),10片,,icook,2025-11-28,2025-11-29 01:00:17.705464
484338,壽喜燒金針菇肉捲,Feng  Lin,4,https://icook.tw/recipes/484338,198瀏覽,"4
人份","時間

20
分鐘",main ingredients,金針菇,1包(200g),,icook,2025-11-28,2025-11-29 01:00:17.705464
484338,壽喜燒金針菇肉捲,Feng  Lin,4,https://icook.tw/recipes/484338,198瀏覽,"4
人份","時間

20
分鐘",main ingredients,青蔥,1根,,icook,2025-11-28,2025-11-29 01:00:17.705464
484338,壽喜燒金針菇肉捲,Feng  Lin,4,https://icook.tw/recipes/484338,198瀏覽,"4
人份","時間

20
分鐘",main ingredients,熟白芝麻,1/2茶匙,,icook,2025-11-28,2025-11-29 01:00:17.705464
